clause,label,source_policy
"When you make a purchase from a third party on the Platform, including from a seller selling products through our shopping features, we share the information related to the transaction with that third party and their service providers and transaction fulfillment providers.",data_sharing,tiktok
"By making the purchase, you are directing us to share your information in this way.",none,tiktok
These entities may use the information shared in accordance with their privacy policies.,none,tiktok
"Your Rights You may submit a request to know, access, correct or delete the information we have collected from or about you at https://www.tiktok.com/legal/report/privacy.",none,tiktok
You may appeal any decision we have made about your request by following the instructions in the communication you receive from us notifying you of our decision.,none,tiktok
"You may also exercise your rights to know, access, correct, delete, or appeal by sending your request to the physical address provided in the “Contact Us” section below.",none,tiktok
"You can also update your account information directly through your in-app settings, as well as request a copy of your TikTok data or request to deactivate by following the instructions here or delete your account by following the instructions here.",none,tiktok
"You may be entitled, in accordance with applicable law, to submit a request through an authorized agent.",none,tiktok
"To designate an authorized agent to exercise choices on your behalf, please provide evidence that you have given such agent power of attorney or that the agent otherwise has valid written authority to submit requests to exercise rights on your behalf.",none,tiktok
We will respond to your request consistent with applicable law and subject to proper verification.,none,tiktok
We will verify your request by asking you to send it from the email address associated with your account or to provide information necessary to verify your account.,none,tiktok
More information about requests that we received can be found here.,none,tiktok
"While some of the information that we collect, use, and disclose may constitute sensitive personal information under applicable state privacy laws, such as information from users under the relevant age threshold, information you disclose in survey responses or in your User Content about your racial or ethnic origin, national origin, religious beliefs, mental or physical health diagnosis, sexual life or sexual orientation, status as transgender or nonbinary, citizenship or immigration status, or financial information, we only process such information in order to provide the Platform and within other exemptions under applicable law.",none,tiktok
"For example, we may process your financial information in order to provide you the goods or services you request from us or your driver’s license number in order to verify your identity.",none,tiktok
Your Choices You may be able to control some of the Information We Collect through your device browser settings to refuse or disable Cookies.,tracking,tiktok
"Because each browser is different, please consult the instructions provided by your browser.",none,tiktok
Please note that you may need to take additional steps to refuse or disable certain types of Cookies.,tracking,tiktok
"In addition, your choice to disable Cookies is specific to the particular browser or device that you are using when you disable Cookies, so you may need to separately disable Cookies for each type of browser or device.",tracking,tiktok
"If you choose to refuse, disable, or delete Cookies, some of the functionality of the Platform may no longer be available to you.",tracking,tiktok
"Without this information, we are not able to provide you with all of the requested services.",none,tiktok
"You can navigate to ""Ads"" in your in-app settings to opt-out of targeted advertising based on personal information about your activity on nonaffiliated apps and websites.",none,tiktok
You may be able to manage third-party advertising preferences for some of the third parties we work with to serve advertising across the Internet by using the choices available at https://www.networkadvertising.org/managing/opt_out.asp and https://www.aboutads.info/choices.,data_sharing,tiktok
Your device may have controls that determine what Information We Collect.,none,tiktok
"For example, you can control whether we can collect your mobile advertising identifier for advertising through settings on your Apple and Android devices.",none,tiktok
You can opt out of marketing or advertising emails by using the “unsubscribe” link or mechanism noted in marketing or advertising emails.,none,tiktok
Current versions of the app do not collect precise or approximate GPS information from U.S.,none,tiktok
"If you are still using an older version that allowed for collection of precise or approximate GPS information (last release in August 2020) and you granted us permission to do so, you can prevent your device from sharing such information with the Platform at any time through your device’s operating system settings.",none,tiktok
"If you have registered for an account, you may access, review, and update certain personal information that you have provided to us by logging into your account and using available features and functionalities.",none,tiktok
Some browsers transmit “do-not-track” signals to websites.,tracking,tiktok
"Because of differences in how browsers incorporate and activate this feature, we currently do not take action in response to these signals.",none,tiktok
"Data Security and Retention We use reasonable measures to help protect information from loss, theft, misuse, unauthorized access, disclosure, alteration, or destruction.",none,tiktok
You should understand that no data storage system or transmission of data over the Internet or any other public network can be guaranteed to be 100 percent secure.,none,tiktok
"Please note that information collected by third parties may not have the same security protections as information you submit to us, and we are not responsible for protecting the security of such information.",none,tiktok
We retain information for as long as necessary to provide the Platform and for the other purposes set out in this Privacy Policy.,none,tiktok
"We also retain information when necessary to comply with contractual and legal obligations, when we have a legitimate business interest to do so (such as improving and developing the Platform, and enhancing its safety, security and stability), and for the exercise or defense of legal claims.",none,tiktok
"The retention periods are different depending on different criteria, such as the type of information and the purposes for which we use the information.",none,tiktok
"For example, when we process your information such as your profile information to provide you with the Platform, we keep this information for as long as you have an account.",none,tiktok
"If you violate our Terms of Service, Community Guidelines, or other conditions or policies, we may remove your profile immediately, but may keep other information about you to process the violation.",none,tiktok
TikTok may transmit your data to its servers or data centers outside of the United States for storage and/or processing.,none,tiktok
Other entities with whom TikTok may share your data as described herein may be located outside of the United States.,data_sharing,tiktok
Children and Teens The privacy of Children is important to us.,none,tiktok
"We provide a separate experience for Children in the United States, in which we collect and process only limited information.",none,tiktok
"For information about how we collect, use, share, and otherwise process the personal information of Children, please refer to our Children’s Privacy Policy.",none,tiktok
The Platform otherwise is not directed at Children.,none,tiktok
"If we become aware that personal information has been collected on the Platform from a Child, we will delete this information and terminate the Child’s account.",none,tiktok
"If you believe there is a user who is below the age of 13, please contact us at: https://www.tiktok.com/legal/report/feedback.",none,tiktok
"If you are a parent or guardian, our Guardian's Guide contains information and resources to help you understand the Platform and the tools and controls you can use.",none,tiktok
"As a parent or guardian, you can also request the deletion of the account of your underage child or download the account data of your underage child by contacting us at https://www.tiktok.com/legal/report/privacy.",none,tiktok
"If you are a parent or guardian, depending on your state of residence, you may have the ability to exercise certain rights over your child's or teen's account.",none,tiktok
"For example, you may request the deletion of their accounts, download account data, or exercise other rights in connection with your child or teen by contacting us at https://www.tiktok.com/legal/report/privacy.",none,tiktok
We will address these requests in accordance with applicable law.,none,tiktok
"Other Rights Sharing for Direct Marketing Purposes (Shine the Light) If you are a California resident, once a calendar year, you may be entitled to obtain information about personal information that we shared, if any, with other businesses for their own direct marketing uses.",none,tiktok
"To submit a request, contact us at: https://www.tiktok.com/legal/report/privacy.",none,tiktok
Content Removal for Users Under 18 Users of the Platform who are California residents and are under 18 years of age may request and obtain removal of User Content they posted by contacting us at: https://www.tiktok.com/legal/report/privacy.,none,tiktok
All requests must provide a description of the User Content you want removed and information reasonably sufficient to permit us to locate that User Content.,none,tiktok
"We do not accept California Removal Requests via postal mail, telephone, or facsimile.",none,tiktok
We may not be able to respond if you do not provide adequate information.,none,tiktok
Please note that your request does not ensure complete or comprehensive removal of the material.,none,tiktok
"For example, User Content that you have posted may be republished or reposted by another user.",none,tiktok
"Users of the Platform who are Connecticut residents and are under 18 years of age, and parents and guardians of users of the Platform who are Connecticut residents under 16 years of age, may request that we unpublish or delete their own account (for users aged 13 through 17) or their child’s account (for parents and guardians with teen users under 16) by following the instructions here.",none,tiktok
Privacy Policy Updates We may update this Privacy Policy from time to time.,none,tiktok
"When we update the Privacy Policy, we will notify you by updating the “Last Updated” date at the top of the new Privacy Policy, posting the new Privacy Policy, or providing any other notice required by applicable law.",none,tiktok
We recommend that you review the Privacy Policy each time you visit the Platform to stay informed of our privacy practices.,none,tiktok
"Contact Us Questions, comments and requests regarding this Privacy Policy should be addressed to: Contact us: https://www.tiktok.com/legal/report/privacy Mailing Address: TikTok Inc., Attn: Privacy Policy Inquiry, 5800 Bristol Parkway, Suite 100, Culver City, CA 90230 Company About TikTok Newsroom Contact Careers ByteDance Programs TikTok for Good TikTok for Developers Effect House Advertise on TikTok TikTok Embeds Resources Help Center Safety Center Privacy Center Creator Academy Community Guidelines Transparency Accessibility Legal Terms of Service Privacy Policy Intellectual Property Policy TikTok Law Enforcement Guidelines Children's Privacy Policy © 2025 TikTok",none,tiktok
