clause,label,source_policy
"Purposes Personal Information, Including Sensitive Personal Information, Is Used Data we collect about you as part of our recruitment process may be used for the following purposes: Collecting and processing employment applications, including confirming eligibility for employment, background and related checks, onboarding, and related recruiting efforts.",none,datarobot_privacy
"Processing payroll, other forms of compensation, and employee benefit plan and program design and administration including enrollment and claims handling, and leave of absence administration.",none,datarobot_privacy
Maintaining physician records and occupational health programs.,none,datarobot_privacy
Maintaining personnel records and record retention requirements.,none,datarobot_privacy
Communicating with employees and/or employees’ emergency contacts and plan beneficiaries.,none,datarobot_privacy
"Complying with applicable state and federal health, labor, employment, benefits, workers compensation, disability, equal employment opportunity, workplace safety, and related laws, guidance, or recommendations.",none,datarobot_privacy
"Preventing unauthorized access to, use, or disclosure/removal of the Company’s property, including the Company’s information systems, electronic devices, network, and data.",none,datarobot_privacy
Ensuring and enhancing employee productivity and adherence to the Company’s policies.,none,datarobot_privacy
Providing training and development opportunities.,none,datarobot_privacy
"Investigating complaints, grievances, and suspected violations of Company policy.",none,datarobot_privacy
"Designing, implementing, and promoting the Company’s diversity and inclusion programs.",none,datarobot_privacy
Facilitating the efficient and secure use of the Company’s information systems.,none,datarobot_privacy
Ensuring compliance with the Company information systems policies and procedures.,none,datarobot_privacy
"Improving safety of employees, customers and the public with regard to use of Company property and equipment.",none,datarobot_privacy
"Improving efficiency, logistics, and supply chain management.",none,datarobot_privacy
"Improving accuracy of time management systems and attendance, including vacation, sick leave, and other leave of absence monitoring.",none,datarobot_privacy
"Evaluating an individual’s appropriateness for a particular position at the Company, or promotion to a new position.",none,datarobot_privacy
Managing customer engagement and other legitimate business purposes.,none,datarobot_privacy
"Responding to and managing legal claims against the Company and/or its personnel, including civil discovery in litigation.",none,datarobot_privacy
"Facilitating other business administrative functions and strategic activities, such as risk management, information technology and communications, financial management and reporting, workforce and succession planning, merger and acquisition activities, and maintenance of licenses, permits and authorization applicable to Company operations.",none,datarobot_privacy
"If you accept a position with DataRobot, your data will become part of your employment records.",none,datarobot_privacy
"At that point, your data will be subject to our applicable employee privacy policies.",none,datarobot_privacy
"If you are not hired, or elect to withdraw or decline our employment offer, we will retain your applicant data for three years unless a longer period is required by applicable law or to establish, exercise, or defend legal challenges related to our recruitment processes.",none,datarobot_privacy
We hold your data for three years so that we may consider you for other positions that arise within our organization and to comply with our regulatory requirements.,none,datarobot_privacy
"We retain your personal information for as long as is necessary to process your application for employment, process your payroll, administer your benefits, etc.",none,datarobot_privacy
and in accordance with the Company’s data retention schedule.,none,datarobot_privacy
"We may retain your personal information for longer if it is necessary to comply with our legal or reporting obligations (for example, if we are required to retain your data to comply with applicable laws), resolve disputes, enforce our legal agreements and policies, address other legitimate business needs, or as permitted or required by applicable law.",none,datarobot_privacy
We may also retain your personal information in a deidentified or aggregated form so that it can no longer be associated with you.,none,datarobot_privacy
"To determine the appropriate retention period for your personal information, we consider various factors such as the amount, nature, and sensitivity of your information; the potential risk of unauthorized access, use or disclosure; the purposes for which we collect or process your personal information; and applicable legal requirements.",none,datarobot_privacy
"Personal information does not include certain categories of information, such as publicly available information from government records, and deidentified or aggregated consumer information.",none,datarobot_privacy
"To carry out the purposes outlined above, the Company may disclose personal information to service providers or other third parties, such as background check vendors, third-party staffing vendors, information technology vendors, outside legal counsel, and state or federal governmental agencies.",data_sharing,datarobot_privacy
"In addition to the parties listed in the Privacy Policy, we may share your personal data with your references and your previous or current employers to perform professional reference and employment checks.",none,datarobot_privacy
"The Company does not sell or share, as those terms are defined under applicable law, the above categories of personal information.",none,datarobot_privacy
The Company may add to the categories of personal information it collects and the purposes for which it uses that information.,none,datarobot_privacy
California Resident Individual Rights Requests.,none,datarobot_privacy
"Individuals who are residents of the State of California have certain individual rights, which are outlined below.",none,datarobot_privacy
Right To Know About Personal Information Collected or Disclosed.,none,datarobot_privacy
"As a California resident, you have the right to request additional information, beyond that disclosed above, regarding the following, to the extent applicable: the categories of personal information the Company collected about you the categories of sources from which that personal information was collected the business or commercial purposes for which that information was collected, sold, or shared the categories of third parties to whom the information was disclosed the specific pieces of personal information collected Upon receipt of a verifiable request to know (see below), and as required by applicable law, we will provide a response to such request.",none,datarobot_privacy
Right To Request Deletion of Your Personal Information.,none,datarobot_privacy
You have the right to request that we delete the personal information we collected or maintain about you.,none,datarobot_privacy
"Once we receive your request, we will let you know what, if any, personal information we can delete from our records, and will direct any service providers and contractors to whom we disclosed your personal information to also delete your personal information from their records.",none,datarobot_privacy
There may be circumstances where we cannot delete your personal information or direct service providers or contractors to delete your personal information from their records.,none,datarobot_privacy
"Such instances include, without limitation, when the information at issue is maintained: (a) to enable solely internal uses that are reasonably aligned with your expectations based on your relationship with the Company and compatible with the context in which you provided the information, or (b) to comply with a legal obligation.",none,datarobot_privacy
"Upon receipt of a verifiable request to delete (see below), and as required by applicable law, we will provide a response to such requests.",none,datarobot_privacy
"You have the right to request that the Company correct any inaccurate personal information we maintain about you, taking into account the nature of that information and purpose for processing it.",none,datarobot_privacy
"Upon receipt of a verifiable request to correct (see below), and as required by the CCPA, we will provide a response to such requests.",none,datarobot_privacy
Right to Limit Use or Disclosure of Sensitive Personal Information.,none,datarobot_privacy
"You have the right, subject to certain exceptions, to request that we limit the use and disclosure of your sensitive personal information, as that term is defined in the CCPA.",none,datarobot_privacy
"Upon receipt of a verifiable consumer request, and as required by the CCPA, we will take appropriate steps to respond to your request.",none,datarobot_privacy
Right to Non-Discrimination for the Exercise of Your Privacy Rights.,none,datarobot_privacy
We will not discriminate or retaliate against you for exercising any of the rights described above.,none,datarobot_privacy
"To submit a CCPA Rights request as outlined above, please contact us at privacy@datarobot.com or submit a General Inquiry form on https://www.datarobot.com/contact-us/.",none,datarobot_privacy
We reserve the right to only respond to verifiable consumer requests that are submitted as instructed.,none,datarobot_privacy
We reserve the right to amend this notice at any time without advance notice.,none,datarobot_privacy
Please direct questions about this notice to privacy@datarobot.com.,none,datarobot_privacy
"European Union, UK or European Economic Area Residents.",none,datarobot_privacy
"If you are a resident of the European Union, UK or European Economic Area we may rely on one or more of the following lawful bases for processing your applicant data: Our legitimate interests, which are summarized above in the section titled “Purposes Personal Information, Including Sensitive Personal Information, Is Used”; To comply with applicable laws and regulations; To take steps to enter into an employment contract with you; and/or Where we have your consent to process your data.",none,datarobot_privacy
"If you have knowledge that the Company collected personal information related to your spouse, dependent, or associate, please share a copy of this notice with all such individuals.",none,datarobot_privacy
"Why DataRobot Discover AI Leaders AI Practitioners Validation Awards and Recognition Customers Enterprise AI Suite AI Apps & Agents Agentic AI Platform Apps & Agents Department Finance Supply Chain & Operations Purpose-Built Energy Financial Services Government Healthcare Manufacturing Co-Engineered NVIDIA SAP Platform AI Platform Agentic AI Generative AI Predictive AI AI Governance AI Observability AI Foundation Open Source Covalent syftr Learn More Integrations Services Resources Watch Webinars Read Analyst Reports Blog Customer Stories Data Sheets eBooks White Papers Connect Events Agents in the AM Support Documentation Training Support Learn More All Resources About Company Who We Are Careers Open Positions Contact Us Press Newsroom Partners Find a Partner Become a Partner Connect with us LinkedIn YouTube Legal Privacy Trust copyright © 2025 DataRobot, Inc - All Rights Reserved Open Modal Agents in the AM: A pop-up event series Expert-led sessions Hands-on labs",none,datarobot_privacy
