clause,label,source_policy
We use this information to: assist you and your family members if there is an emergency; provide you with your program benefits; provide you with appropriate and timely communications; comply with legal and regulatory requirements; maintain the operational availability and reliability of our IT systems with infrastructure backups and testing (which may use a copy of live data where test data is not practical).,none,delta
"We use this information because: it is necessary to enter into or to perform a contract with you to provide flights or other products or services; you have given consent; it is necessary to protect your or a third party’s vital interests, or to respond to a public health incident; it is necessary to act in the public interest; it is necessary to comply with applicable law and regulations, such as those related to flight operations, identity verification, and emergencies; the information is publicly available; or we have a legitimate business interest, for example, in ensuring that our technical systems operate properly, complying with applicable legal and regulatory requirements, and complying with applicable law and regulations.",data_sharing,delta
"4.1.h Information we receive about you from other sources, including: from SkyMiles Partners or other account, promotional partners, your SkyMiles Program activity and redemptions; from other airlines, your and your fellow travelers' Passenger Name Record containing your names and itineraries; from travel agencies; from your employer; demographic information from public records and third parties; from financial institutions and credit checking agencies.",none,delta
We use this information to: administer your SkyMiles Program membership and rewards; administer your Delta Sky Club membership; provide you with flights; manage and administer our services and business and for our record-keeping requirements; combine it with other information for statistical research and marketing purposes; maintain the operational availability and reliability of our IT systems with infrastructure backups and testing (which may use a copy of live data where test data is not practical); develop and promote our products and services; check for and receive payment approval.,none,delta
"We use this information because: it is necessary to enter into or to perform a contract with you to provide flights or other products or services; you have given consent, for example, to us using information to send you marketing communications; the information is publicly available; or we have a legitimate business interest, for example, in performing our contracts with our corporate customers, suppliers and other business, developing our business with our corporate customers, and ensuring that our technical systems operate properly.",none,delta
"4.1.j Information required by public health authorities or other government agencies or collected to demonstrate fitness to fly, including: contact information, such as name, nationality, country of residence, originating address, destination address, telephone, and email; information regarding the presence or absence of possible COVID-19 or other global pandemic symptoms; information regarding potential exposure to COVID-19 or other global pandemic; information collected by our ground or reservations staff pursuant to directives by public health organizations or other government agencies.",none,delta
We use this information to: comply with legal and regulatory requirements; determine your fitness to travel consistent with applicable government regulations and guidelines.,none,delta
"We use this information because: it is necessary to enter into or to perform a contract with you to provide flights or other products or services; you have given consent; it is necessary to protect your or a third party’s vital interests, or to respond to a public health incident; it is necessary to act in the public interest; it is necessary to comply with applicable law and regulations, such as those related to public health; the information is publicly available; or we have a legitimate business interest, for example, in ensuring the health and safety of customers traveling on Delta flights, and complying with applicable law and regulations.",data_sharing,delta
We only base our use of personal data on our legitimate interests when we consider that our legitimate interest is not overridden by the individual's interests or rights in the data.,none,delta
"As used in this Privacy Policy, “consent” means any statement or clear affirmative action by which you agree to the processing of personal data for a specific purpose.",none,delta
"Please note that where you have provided your consent to us for processing your information, you can withdraw this at any time as described in section 8.",none,delta
Information collected through our App Delta may collect and receive personal information from the App users through the Software Development Tools (SDKs) deployed on the Fly Delta App.,none,delta
"Delta may use such information to verify and authorize credit card transactions, to receive feedback about the App and services, and to track and analyze usage of the App.",tracking,delta
Please find below the current list of the Software Development Tools (SDKs) deployed on the Fly Delta App.,none,delta
Delta may update this list of SDKs from time to time if services provided by Delta change.,none,delta
"List of the SDKs deployed on the Fly Delta App as of April 1, 2022: Adobe Marketing Cloud + branch.io plugin Cardinal Commerce ForeSee American Express We use push notification tokens in the App to send notifications to your mobile device with updates for flight times, gate changes, and flight cancellations.",none,delta
"The App will activate your camera if you choose to take a picture for a parking reminder, and will store the photo for you to look at later.",none,delta
"If you choose, the App can access your device calendar to save itinerary information in your personal schedule.",none,delta
"It can also bring up your default e-mail program, so you can send notes and reminders while traveling.",none,delta
"At times, we may promote the App via internet advertising on external websites.",none,delta
"If you click on these advertisements and navigate directly to a third party application or other platform, information such as your phone’s device identification number may be sent to the advertising network, so that they and we may track the effectiveness of our advertising.",data_sharing,delta
"This information might also be used for capping the number of times a specific visitor to a website is shown a particular advertisement, estimating the number of unique users, debugging, or security and fraud detection.",none,delta
"Legal requirements and professional advice We may also use your personal information where this is necessary to comply with a reasonable request by a law enforcement or regulatory authority, body, or agency, or in the defense of legal claims.",none,delta
We may also use your personal information when obtaining legal and other professional advice including for audits.,none,delta
We consider this to be in our legitimate interest in the management of our business.,none,delta
"In some cases, we are legally required to collect certain information from you so we can provide the services you have requested, such as Secure Flight Passenger Data or Advance Passenger Information when you make a reservation to fly within, into, or out of the United States, or for point-to-point international travel.",none,delta
Failure to provide this information will mean we cannot provide the service.,none,delta
"In some circumstances we need your information to perform our contract with you or to provide products and services, such as payment details and, on occasion, credit checking information.",none,delta
"If you do not provide this information, we may not be able to enter into or perform the contract or provide the products and services.",none,delta
"Authorization on behalf of another customer When you provide information to us about your travel companions or other individuals (if, for example, you have arranged to make a booking on their behalf), you confirm to us that you have obtained their authorization to provide us their information and their consent to your use of their information in accordance with this Privacy Policy.",none,delta
"If you cannot make these confirmations, you must not provide us with any personal information about these individuals.",none,delta
"Sensitive Information We may process sensitive or special categories of personal information, such as that relating to health, disabilities, race, ethnicity, political opinions, biometrics, or religion, for the purpose(s) for which it was provided or for which you have provided express consent.",none,delta
"We occasionally receive personal information from law enforcement agencies and other sources relating to criminal activity (or alleged criminal activity) and may use that information where necessary, and where permitted by applicable law, to detect or prevent unlawful activity occurring during air travel.",none,delta
We consider this to be in the substantial public interest.,none,delta
Some services may require the disclosure of sensitive information to third parties as described in Section 7 of this Privacy Policy.,none,delta
"We will notify you of any right to deny consent in advance of processing sensitive information, where required by law.",none,delta
Data Retention We store your information for as long as legally required or for so long as necessary to support business purposes described in section 4 and consistent with our record retention policies.,none,delta
"In general, this storage will be (i) at least for the duration of our relationship, (ii) for as long as you can bring a claim against us and for us to be able to defend ourselves, and (iii) for any period required by tax, aviation, and other applicable laws and regulations.",none,delta
"Our App will store user-provided data for as long as you use the related feature of the App, unless you choose to delete the App.",none,delta
"Only information provided for travel clearance, purchases, and related activities will be stored in our operational systems as needed to provide your requested services.",none,delta
"How Delta Uses Cookies, Tags, and Similar Technologies 6.1.",tracking,delta
"Cookies Delta uses cookies, tags, and other similar technologies.",tracking,delta
"For simplicity, we refer to all these technologies as ""cookies"".",tracking,delta
"These technologies allow us to recognize your preference information, keep track of your purchases, remember your SkyMiles number, and facilitate effective Website administration.",tracking,delta
We use the information we collect to enhance your visit to the Website and to provide you with information tailored to your needs.,none,delta
"Your Internet browser(s) will offer you the option to refuse cookies, but doing so may affect your use of some portions of Delta’s and our SkyMiles Partners' and promotional partners’ web services.",tracking,delta
Please refer to your browser options to learn more about cookie management.,none,delta
"Delta has engaged third party tracking and advertising providers to act on Delta's behalf to track and analyze your usage of our Website through the use of cookies, pixel tags / web beacons, and similar technologies.",data_sharing,delta
"At our request, these third parties collect, and share with us, usage information about visits to our Website, measure and research the effectiveness of our advertisements, track page usage and paths followed during visits through our Website, help us target our Internet banner advertisements on our Website and on other sites, and track use of our Internet banner advertisements and other links from our marketing partners' sites to our Website.",tracking,delta
"To learn about the available mechanisms for opting out of cookies and technologies related to interest-based advertising, see the descriptions and links in the table below.",tracking,delta
Types of cookies and tags on our Website We use these kinds of cookies and tags on our Website and App: Cookie name / type Required Cookies: Performance Functionality Essential What these cookies do Required Cookies are essential for basic and enhanced website functionality and performance.,tracking,delta
"Without these cookies, services you have asked for and choices you have made for better functionality and features cannot be provided.",tracking,delta
"These cookies, such as those used for Google Analytics, collect information on how users use our Website, in order to help us fix technical issues or errors, and highlight areas such as navigation where we can improve our Website.",tracking,delta
"For example, Google Analytics uses cookie identifiers to track the number of visitors to the Website, providing us with the volumes and sources of web page traffic.",tracking,delta
This allows us to analyse web traffic patterns and run tests to optimize web pages and visits against key metrics.,none,delta
"These cookies, such as language preference, help us customize our Website content based on a user's preferences.",tracking,delta
"They remember the user's choices, their language, the country pages visited, and any changes the user makes to text size or other parts of our Website pages.",none,delta
The information these cookies collect may be anonymized and they cannot track browsing activity on other websites.,tracking,delta
"These cookies, such as jsessionid, xssid, xssidsec, and dlsite, are essential for parts of our Website or App to operate.",tracking,delta
"They enable users to move around our Website and allow us to recognize a user within our Website or using our App, so that we can provide users with service they asked for, such as remembering the user's sign-in details.",none,delta
"They are required to maintain a record of your Do Not Track preferences, so that we may respect them for future visits.",tracking,delta
"Advertising Cookies: Targeting Advertising cookies enable us to understand your interests so that we can show you relevant offers and direct personalized advertising to you We may use other cookies, such as those used by advertising platforms we may use, such as Facebook or Twitter, to target and re-target visitors to our Website and App with digital advertising that is most relevant to the user.",tracking,delta
"These cookies are also used to limit the number of times you see an advertisement or particular content, as well as help measure the effectiveness of an advertising or marketing campaign.",tracking,delta
"Using existing cookies from many sites already on your computer, we partner with third party companies to deliver advertising to specific computers.",data_sharing,delta
"The information collected by Google Analytics itself is anonymous, but if you respond to a marketing email, then a random ID is generated for Google Analytics which we can use along with your email address to manually identify you from other information we already hold in your customer profile.",none,delta
We may then use this information to generate potential sales leads or advertising.,none,delta
You can find more information about how Google Analytics safeguards your data at: http://www.google.com/intl/en/analytics/privacyoverview.html For more information about digital advertising visit AdChoices at: youradchoices.com.,none,delta
"If you delete all cookies, you will need to reset your opt-out cookies.",tracking,delta
Please be aware that Delta does not control these opt-out processes.,none,delta
With Whom Does Delta Share Your Information?,none,delta
"In general We may disclose your information we collect or receive: To third parties to process your information on our behalf, or to assist us in providing our services and/or products, such as our customer care center operators and providers of technical services such as data centers, biometric verification services, and online tools.",none,delta
"To the party providing the service or product when you request or purchase services or products through Delta that are to be provided by another party (for example, a travel segment on another carrier, hotel accommodations, or rental car).",none,delta
"Where local regulations require, we may obtain your consent in writing for the purpose of allowing someone else to act on your behalf.",none,delta
"To our SkyMiles Partners, promotional partners and other Delta Group Companies for the purposes described in and in accordance with this Privacy Policy.",none,delta
Further information regarding Delta Group Companies is available in Delta’s filings with the U.S.,none,delta
"Securities and Exchange Commission, including SEC Form 10-K.",none,delta
"To other airlines, including members of our SkyTeam alliance, for the purpose of servicing your travel, servicing your flight reservation, recognizing your loyalty program status, rebooking your flight in the event of an unexpected disruption in your travel, or protecting crewmembers, customers, and the overall safety and security of our flight operations and those of our alliance partners.",none,delta
"where your SkyMiles Program account is associated with your employer’s or corporate business account, or when you use your employer’s corporate account, SkyBonus/SkyMiles for Business number or a corporate form of payment to book your travel, to that employer or company, to third party expenses administration providers, to suppliers of corporate travel assistance services, to travel agencies and corporate travel managers through which your travel was arranged, and to duty of care providers.",data_sharing,delta
"To banks, financial firms and payment services for the purposes of processing payments and refunds.",refunds,delta
"To customs and immigrations authorities, which require by law access to booking and travel itinerary information including ""Advance Passenger Information"" (passport and associated personal information) for all customers prior to travel.",none,delta
To customers traveling under the same booking as you.,none,delta
"To persons providing services to Delta, including its professional advisers (e.g.",none,delta
To persons with whom we are discussing selling any part of our business or to whom we sell any part of our business.,none,delta
"We may share with third parties anonymous, aggregated information about all our users.",none,delta
"If your ticket is purchased pursuant to a corporate incentive agreement, we may disclose information concerning your travel to your employer or corporate travel manager.",none,delta
"When you use the App, a unique ID (which varies by device manufacturer and operating system) is read from or associated with your device to be used as an anonymous identifier for analytics and performance purposes.",none,delta
"This ID might be generated by or shared with third parties providing us with analytics services, such as Adobe.",none,delta
Delta will not disclose personal data collected through text messages to third parties for their own marketing purposes.,none,delta
"If you have questions about third parties with whom Delta may disclose information, please email Privacy@delta.com 7.2.",none,delta
Social Media and Messaging Platforms You may wish to share information regarding your travel or other activities with Delta on social media and messaging platforms provided by third parties.,data_sharing,delta
"To utilize social media and message sharing features, you will be prompted to grant permissions within those third-party platforms, as you choose.",data_sharing,delta
"For example, you will need to allow account login and publishing permissions.",none,delta
"If you choose to contact or interact with us on a third-party social media or messaging platform, you understand that you are responsible for reviewing and understanding the terms and conditions, information security practices, and privacy policy applicable to the third-party platform, and that Delta is not responsible for how third-party social media and messaging platforms use, share, or protect your information.",data_sharing,delta
"The activity on third-party social media and messaging platforms, and the data processed, stored, and provided on them, including data regarding interactions with Delta, is governed by the terms and conditions, information security practices, and privacy policy of those third-party platforms.",data_sharing,delta
"Disclosure of personal information to customers traveling under the same booking When you make a booking, you will be provided with a booking reference such as a confirmation number or record locator number.",none,delta
Your booking reference should be kept confidential at all times.,none,delta
Disclosing your booking reference to other customers may allow them to access your booking details through our systems.,none,delta
"If you are traveling with others under the same booking and would not like your individual booking details to be disclosed to them, you may prefer to have each person make and pay for separate bookings.",none,delta
"Optional biometrics services Delta offers eligible customers, including eligible customers flying on Aeromexico, Air France-KLM, or Virgin Atlantic, the ability to improve their airport experience using optional biometrics services, including facial comparison technology, at participating airports.",none,delta
"You may choose to use facial comparison technology for identity verification, including at flight check-in, bag drop, and boarding gates.",none,delta
"If you choose to use facial comparison technology, your image is taken when you would otherwise present another form of identification.",none,delta
Customs and Border Protection (CBP) for the purpose of verifying your identity.,none,delta
"If CBP determines that the image matches images associated with your passport or images in CBP's database, CBP transmits a unique identifier back to Delta through an encrypted channel.",none,delta
"Delta may associate the unique identifier with other information about you, such as your name and flight number, for the purpose of providing the relevant service.",none,delta
Delta does not receive any biometric information.,none,delta
"For more information about CBP’s facial comparison technology, see the CBP Traveler Verification Service Privacy Impact Assessment.",none,delta
"Please note that if you choose to use facial comparison technology at TSA check points or during CBP processing, TSA and CBP control the processing of your personal information, and this Privacy Policy does not apply.",none,delta
"Contact Tracing To promote healthy travel and prevent the spread of COVID-19 or other global pandemic symptoms, all Delta customers entering the United States, including U.S.",none,delta
"passport holders, are encouraged to provide contact tracing information.",none,delta
"Participation in contact tracing is voluntary unless specified by a specific flight, country, city or region.",none,delta
The Centers for Disease Control and Prevention (CDC) in collaboration with U.S.,none,delta
Customs and Border Protection (CBP) supports domestic COVID-19 or other global pandemic symptoms control efforts by making contact information for customers traveling internationally available to state and local health departments to contact you and provide follow-up instructions for testing and/or potential quarantine.,none,delta
Delta shares this information with the CDC via CBP utilizing established channels for the Advance Passenger Information System (APIS).,none,delta
"For more information, go to www.CDC.gov or www.CBP.gov, or see CBP’s Privacy Impact Assessment for the Advance Passenger Information System for details about how CBP uses APIS information.",none,delta
"Unaccompanied Minors When children travel alone on our flights, we take every step to make sure the child is safe.",none,delta
"Delta may disclose information pertaining to an unaccompanied minor’s itinerary, for example, in ensuring the safety and security of the child traveling on Delta flights, complying with applicable law and regulations, and coordinating transportation and other services with the child’s parents or guardian.",none,delta
"Correcting or Updating Your Information or Marketing Preferences; Withdrawing Consent If you believe that any information we hold about you is incorrect or incomplete, or if you want to change your marketing preferences, you have a number of options: You can log in and visit our SkyMiles Partners and promotional partners on our Website if you want to modify your subscription, email or contact preferences.",none,delta
"You can withdraw consent you have given us to process your information at any time by opting out in your SkyMiles Profile, or by contacting us by using the Email Us page.",none,delta
You may contact us by using the Email Us page if you have questions about removing your name from our subscription lists.,none,delta
You may call our Customer Care Offices at +1-800-455-2720 if you have any questions about changing your contact preference or require assistance in removing your name from our subscription lists.,none,delta
Assistance in changing contact preferences for those with disabilities is available at +1-404-209-3434.,none,delta
"We will make reasonable efforts to revise any information that is incorrect, or update or change your information or preferences as we are required to do by applicable law.",none,delta
Please see section 6 regarding consents to cookies and tracking.,tracking,delta
"Your Rights This section 9 applies only to individuals in the European Union, UK and other countries which grant the rights described here.",none,delta
These rights will apply only in certain circumstances.,none,delta
"Requesting a copy of your information To the extent you are legally entitled, you can request confirmation of whether or not we process your personal information, and details of the information that we hold about you and how we use it.",none,delta
You also have a right to access your personal information and to be provided with a copy.,none,delta
"Right to rectification of personal data If you believe that the personal data we hold about you is inaccurate, you may request that we correct it.",none,delta
You may also request us to complete personal data about you which is incomplete.,none,delta
Right to restrict processing of personal data You have the right to request that we restrict processing of your personal information where one of the following applies: You claim that the personal data is not accurate.,none,delta
The restriction will apply until we have taken steps to ensure the accuracy of the personal data.,none,delta
"The processing is unlawful, but you do not want us to erase the personal data.",none,delta
"We no longer require the personal data for the purposes of processing, but you still need it in connection with a legal claim.",none,delta
You have exercised your right to object to the processing.,none,delta
The restriction will apply until we have taken steps to verify whether we have compelling legitimate grounds to continue processing 9.4.,none,delta
"Right to request deletion of personal data (""right to be forgotten"") You may request the erasure, suspension of processing or anonymization of your personal information in certain circumstances.",none,delta
"For example, you may request erasure, suspension of processing or anonymization if: The personal information is no longer necessary in relation to the purposes for which it was collected or otherwise processed.",none,delta
You have withdrawn your consent and we have no other legal basis for processing the personal information.,none,delta
"You have exercised your right to object to processing the personal information, and we have no overriding legitimate grounds to continue processing it.",none,delta
The personal information is excessive for the purposes for which it was collected or otherwise processed.,none,delta
"Under certain circumstances, we may refuse a request for erasure, suspension of processing or anonymization, for example, where we need to use the personal data to comply with a legal obligation or to establish, make or defend legal claims.",none,delta
"If you exercise your right to erasure or anonymization, this will potentially remove records which we hold for your benefit, such as your SkyMiles account information (including miles that may be in your SkyMiles account) and your presence on a marketing suppression list.",none,delta
"Right to object to processing of personal data You have a right, at any stage, to object to our using your personal information to send you marketing information.",none,delta
You also have the right to object to our using your personal information where our reason is based on our legitimate interests.,none,delta
"We will have to stop processing until we can establish that we have compelling legitimate grounds which override your interests, rights, and freedoms, or that we need to continue using it for the establishment, exercise, or defense of legal claims.",none,delta
Right to data portability This right applies where: Our reason for using your personal information is either that you have given consent or that the processing is necessary for us to perform a contract with you; and We process the personal information by automated means.,none,delta
"This is a right to receive all the personal information which you have provided to us in a structured, commonly used, and machine-readable format and to transmit this to another controller directly, where this is technically feasible.",none,delta
"Complaints to regulator You have a right to complain to a supervisory authority (i.e., a regulator which oversees data protection law compliance), for example, in the UK or the European Union country where you live or work or where you believe we have infringed your privacy rights.",none,delta
Right to request information concerning data transfer You have the right to request information identifying the public and private entities with which your personal information has been shared.,none,delta
Information on Right to Deny Consent You have the right to request information concerning the consequences of not giving your consent.,none,delta
Exercising these rights Please contact the Privacy Office at Privacy@delta.com to make a request.,none,delta
"Where we receive a request to exercise one of these rights, we will provide information on the action we take on the request, including an explanation for any inaction, without undue delay.",none,delta
"We will also let you know if we need more time in certain circumstances, for example, where requests are complex.",none,delta
"Requests to access, update, or erase information require your full name, address, and any other information we consider reasonably necessary to verify your identity and locate the relevant information.",none,delta
"Representation As regards Delta's personal data processing activities regulated by the UK GDPR, Delta has appointed its branch at Metro Building 1, Butterwick, London as its UK representative.",none,delta
"As regards Delta's personal data processing activities regulated by the GDPR, Delta has appointed its branch at Vertrekpassage 1 – 110, 1118 AP Schiphol, The Netherlands as its European Union representative.",none,delta
"Minors Other than information required to complete a booking, Delta does not knowingly collect personal identifiable information from children under the age of 13.",none,delta
"If a child under 13 has provided us with personal information without parental or guardian consent, the parent or guardian may contact us by emailing us at Privacy@delta.com.",none,delta
We will remove the information and unsubscribe the child from any of our electronic marketing lists.,none,delta
"Where required by applicable law, we may ask children for consent from their parents or guardians before we book their flight or provide a product or service to them.",none,delta
Links Our Website contains links to other sites.,none,delta
"We are not responsible for the content or privacy practices of those sites, and Delta’s Privacy Policy does not apply to information collected from you by those sites.",none,delta
We encourage you to read the privacy statements of each site that collects information from you.,none,delta
"When you are leaving our Website via a link to interact with a site that is not governed by this Privacy Policy, a new browser window will open.",none,delta
Information Security Information Security is important to Delta.,none,delta
"We have established appropriate physical, electronic, and managerial safeguards to protect the information we collect in accordance with this Privacy Policy.",none,delta
"These safeguards are regularly reviewed to protect against unauthorized access, disclosure, and improper use of your information, and to maintain the accuracy and integrity of that data.",none,delta
"In the event of a data breach, we adhere to data breach notification requirements and incident reporting obligations to supervising authorities and/or data subjects, as required by applicable laws.",none,delta
The substance and time frames applicable to these remedies are set forth in applicable laws.,none,delta
Please note that your information may be processed on third-party infrastructure that is not owned by Delta or its affiliates.,data_sharing,delta
"Data Transfers Delta is based in Atlanta, Georgia, USA and we may transfer personal information in compliance with applicable law to the US and other jurisdictions where Delta provides services.",none,delta
Some of the countries where Delta operates or where third parties operate on behalf of Delta may not have the equivalent level of data protection laws as those in your location.,none,delta
"If we need to transfer personal data from your location to such countries, we will take steps to make sure your personal data continues to be protected and safeguarded.",none,delta
"In particular, we may require parties to whom we transfer your data to agree to abide by suitable contractual obligations, such as, in the case of transfers from the EU or UK,  the Model Clauses approved by the European Commission and permitted under Article 46 of the European Union General Data Protection Regulation (""GDPR"") or the UK secretary of state or under other relevant body.",none,delta
"If you would like to obtain the details of such safeguards, you can request them from the Data Protection Officer at Privacy@delta.com.",none,delta
"In some limited circumstances, we may also transfer your information from your location to other countries where permitted by applicable law (for example under Article 49, GDPR in the case of transfers from the European Economic Area).",none,delta
This includes where it is necessary for the performance of a contract between us and you and where the transfer is necessary in connection with legal proceedings.,none,delta
"To exercise your rights with respect to personal data transferred to third parties, you may submit your request directly to Delta in accordance with Section 9.",none,delta
Promotional Partners We want to give you more opportunities to earn miles in the Delta SkyMiles Program.,none,delta
One of the ways we do this is by sharing your information with promotional partners.,none,delta
"Typically, these promotional offerings are limited in quantity and geographic reach and targeted to specific demographic audiences.",none,delta
"If you fall within the audience a promotional partners is trying to reach, and (where required under applicable law) you have consented to receive information about their services, you may receive a promotional e-mail or direct mail.",none,delta
"Although we select our partners with care, these partners have their own privacy policies that apply to the way they use your personal data.",none,delta
"If you do not want us to share your information with one of these partners, you can always opt out by contacting us by using the Email Us page or by calling the SkyMiles Service Center at +1-800-323-2323.",none,delta
"SkyMiles Program In addition to the Data Transfers explained in section 13, information you provide in connection with the SkyMiles Program (as summarized in the table at section 4.1.c.), may be transferred to Delta entities in other jurisdictions, including the Cayman Islands.",none,delta
"This may include sensitive information as defined under the Data Protection Law, 2017 of the Cayman Islands (""DPL""), the GDPR, the UK GDPR, or other applicable law if you have provided such information to Delta in connection with your SkyMiles account.",none,delta
"Where your information is shared with a Delta entity established in the Cayman Islands, you may have various rights under the DPL.",none,delta
These rights are similar to the rights described in section 9.,none,delta
"Where your information is shared with a Delta entity established in the Cayman Islands, you also may have the right to lodge a complaint with the Cayman Islands Ombudsman.",none,delta
Any onward transfer of your information by any Delta entities in the Cayman Islands shall be in accordance with the requirements of the DPL and may include measures similar to those described in section 13 above.,none,delta
"If you have any questions regarding this section, or if you would like to exercise your data protection rights under the DPL, please contact our Data Protection Officer at Cayman.Privacy@delta.com or contact our Customer Care center by telephone or mail.",none,delta
"and SkyMiles IP Finance Ltd., whose address is at c/o Maples Corporate Services Limited, P.O.",none,delta
"Box 309, Ugland House, Grand Cayman, KY1-1104, Cayman Islands, will be a data controller of personal information of SkyMiles members.",none,delta
"This Privacy Policy constitutes a notice by such entities to those SkyMiles members about its use of their personal information, which only concerns the SkyMiles Program.",none,delta
"SkyTeam Alliance Delta is a member of the SkyTeam Alliance, a global network of airlines that process personal data to provide passengers with a more seamless travel experience.",none,delta
"For more information, please read the SkyTeam Alliance Joint Privacy Notice.",none,delta
